,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Frequency of Purchases (Numeric),CLV
856,857,55,Male,Shirt,Clothing,33.0,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,47.0,Debit Card,Fortnightly,26.0,858.0
857,858,43,Male,Shorts,Clothing,60.0,Missouri,L,Cyan,Fall,3.0,Yes,Standard,Yes,Yes,50.0,Debit Card,Every 3 Months,25.826981246218995,1549.6188747731396
858,859,19,Male,Jacket,Outerwear,26.0,Oklahoma,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33.0,PayPal,Weekly,52.0,1352.0
859,860,47,Male,Hoodie,Clothing,73.0,Wisconsin,M,Teal,Winter,4.0,Yes,Next Day Air,Yes,Yes,7.0,Debit Card,Monthly,25.826981246218995,1885.3696309739867
860,861,26,Male,Shoes,Footwear,87.0,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3.0,Cash,Monthly,25.826981246218995,2246.9473684210525
862,863,19,Male,Coat,Outerwear,84.0,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13.0,PayPal,Fortnightly,26.0,2184.0
863,864,49,Male,Sneakers,Footwear,41.0,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42.0,PayPal,Fortnightly,26.0,1066.0
864,865,51,Male,Jeans,Clothing,59.0,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5.0,PayPal,Annually,1.0,59.0
866,867,67,Male,Sunglasses,Accessories,69.0,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11.0,PayPal,Bi-Weekly,25.826981246218995,1782.0617059891106
867,868,37,Male,Jacket,Outerwear,20.0,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23.0,Bank Transfer,Fortnightly,26.0,520.0
868,869,40,Male,Dress,Clothing,83.0,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2.0,Credit Card,Every 3 Months,25.826981246218995,2143.6394434361764
869,870,38,Male,Hat,Accessories,54.0,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33.0,PayPal,Weekly,52.0,2808.0
870,871,66,Male,Hoodie,Clothing,66.0,West Virginia,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6.0,Bank Transfer,Bi-Weekly,25.826981246218995,1704.5807622504537
871,872,47,Male,Handbag,Accessories,42.0,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45.0,Debit Card,Quarterly,25.826981246218995,1084.7332123411977
872,873,56,Male,Jeans,Clothing,33.0,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25.0,Cash,Quarterly,25.826981246218995,852.2903811252269
873,874,51,Male,Boots,Footwear,77.0,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24.0,Venmo,Quarterly,25.826981246218995,1988.6775559588627
874,875,25,Male,Jacket,Outerwear,65.0,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10.0,Venmo,Every 3 Months,25.826981246218995,1678.7537810042347
875,876,37,Male,Sandals,Footwear,39.0,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7.0,Bank Transfer,Every 3 Months,25.826981246218995,1007.2522686025408
876,877,41,Male,Belt,Accessories,51.0,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1.0,Debit Card,Weekly,52.0,2652.0
877,878,64,Male,Handbag,Accessories,65.0,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45.0,Venmo,Every 3 Months,25.826981246218995,1678.7537810042347
878,879,23,Male,Sunglasses,Accessories,89.0,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37.0,Debit Card,Weekly,52.0,4628.0
880,881,39,Male,Backpack,Accessories,75.0,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,Yes,25.0,Debit Card,Monthly,25.826981246218995,1937.0235934664247
881,882,52,Male,Sandals,Footwear,61.0,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18.0,Venmo,Annually,1.0,61.0
882,883,50,Male,Boots,Footwear,35.0,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37.0,Cash,Every 3 Months,25.826981246218995,903.9443436176648
883,884,28,Male,Sneakers,Footwear,37.0,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30.0,Bank Transfer,Monthly,25.826981246218995,955.5983061101028
885,886,41,Male,Dress,Clothing,99.0,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49.0,Debit Card,Every 3 Months,25.826981246218995,2556.8711433756807
886,887,19,Male,Shorts,Clothing,54.0,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48.0,Bank Transfer,Monthly,25.826981246218995,1394.6569872958257
887,888,70,Male,Handbag,Accessories,47.0,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33.0,PayPal,Fortnightly,26.0,1222.0
888,889,49,Male,Scarf,Accessories,77.0,New Hampshire,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,44.0,Cash,Annually,1.0,77.0
889,890,59,Male,Belt,Accessories,84.0,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50.0,Venmo,Weekly,52.0,4368.0
890,891,52,Male,Gloves,Accessories,51.0,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47.0,Credit Card,Monthly,25.826981246218995,1317.1760435571687
892,893,31,Male,Shorts,Clothing,64.0,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43.0,Debit Card,Monthly,25.826981246218995,1652.9267997580157
893,894,33,Male,Backpack,Accessories,51.0,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14.0,Venmo,Monthly,25.826981246218995,1317.1760435571687
894,895,44,Male,Hoodie,Clothing,60.0,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3.0,Debit Card,Quarterly,25.826981246218995,1549.6188747731396
895,896,40,Male,Hat,Accessories,69.0,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33.0,Debit Card,Quarterly,25.826981246218995,1782.0617059891106
896,897,69,Male,Jewelry,Accessories,29.0,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38.0,Cash,Fortnightly,26.0,754.0
897,898,29,Male,Shirt,Clothing,91.0,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46.0,Venmo,Weekly,52.0,4732.0
898,899,54,Male,Belt,Accessories,70.0,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19.0,Bank Transfer,Every 3 Months,25.826981246218995,1807.8886872353296
899,900,65,Male,Sweater,Clothing,58.0,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,Yes,20.0,PayPal,Annually,1.0,58.0
900,901,54,Male,Hat,Accessories,98.0,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42.0,Bank Transfer,Quarterly,25.826981246218995,2531.0441621294617
901,902,60,Male,Scarf,Accessories,68.0,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34.0,Cash,Monthly,25.826981246218995,1756.2347247428918
902,903,43,Male,Hat,Accessories,44.0,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5.0,Cash,Monthly,25.826981246218995,1136.3871748336358
903,904,44,Male,Jacket,Outerwear,45.0,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3.0,PayPal,Quarterly,25.826981246218995,1162.2141560798548
904,905,69,Male,T-shirt,Clothing,99.0,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46.0,PayPal,Every 3 Months,25.826981246218995,2556.8711433756807
905,906,46,Male,Dress,Clothing,68.0,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16.0,Venmo,Annually,1.0,68.0
906,907,41,Male,Pants,Clothing,56.0,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21.0,Debit Card,Bi-Weekly,25.826981246218995,1446.3109497882638
907,908,32,Male,Sweater,Clothing,43.0,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34.0,Credit Card,Bi-Weekly,25.826981246218995,1110.5601935874167
908,909,26,Male,Sunglasses,Accessories,99.0,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9.0,PayPal,Every 3 Months,25.826981246218995,2556.8711433756807
909,910,61,Male,Belt,Accessories,56.0,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36.0,PayPal,Weekly,52.0,2912.0
910,911,49,Male,Hoodie,Clothing,25.0,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22.0,Credit Card,Monthly,25.826981246218995,645.6745311554749
911,912,53,Male,Pants,Clothing,74.0,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2.0,Bank Transfer,Quarterly,25.826981246218995,1911.1966122202057
912,913,24,Male,Hoodie,Clothing,56.0,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32.0,Bank Transfer,Monthly,25.826981246218995,1446.3109497882638
913,914,37,Male,Sneakers,Footwear,47.0,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29.0,Cash,Every 3 Months,25.826981246218995,1213.8681185722928
914,915,43,Male,Dress,Clothing,67.0,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27.0,Venmo,Every 3 Months,25.826981246218995,1730.4077434966728
915,916,31,Male,Dress,Clothing,22.0,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33.0,Credit Card,Fortnightly,26.0,572.0
916,917,49,Male,Jeans,Clothing,34.0,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16.0,Venmo,Monthly,25.826981246218995,878.1173623714459
917,918,69,Male,Sweater,Clothing,64.0,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11.0,Bank Transfer,Quarterly,25.826981246218995,1652.9267997580157
918,919,65,Male,Shorts,Clothing,42.0,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11.0,Cash,Fortnightly,26.0,1092.0
919,920,41,Male,Shirt,Clothing,82.0,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17.0,Debit Card,Bi-Weekly,25.826981246218995,2117.812462189958
920,921,37,Male,Belt,Accessories,81.0,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37.0,Cash,Weekly,52.0,4212.0
921,922,70,Male,Coat,Outerwear,24.0,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18.0,PayPal,Weekly,52.0,1248.0
922,923,63,Male,Sneakers,Footwear,60.0,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13.0,Credit Card,Monthly,25.826981246218995,1549.6188747731396
923,924,55,Male,Shirt,Clothing,24.0,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7.0,PayPal,Weekly,52.0,1248.0
924,925,52,Male,Socks,Clothing,78.0,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37.0,Cash,Quarterly,25.826981246218995,2014.5045372050815
925,926,22,Male,Jeans,Clothing,88.0,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8.0,Cash,Monthly,25.826981246218995,2272.7743496672715
926,927,54,Male,Jeans,Clothing,63.0,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11.0,Cash,Bi-Weekly,25.826981246218995,1627.0998185117967
927,928,28,Male,Sneakers,Footwear,78.0,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8.0,Venmo,Bi-Weekly,25.826981246218995,2014.5045372050815
928,929,67,Male,Dress,Clothing,37.0,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31.0,Cash,Every 3 Months,25.826981246218995,955.5983061101028
929,930,59,Male,Boots,Footwear,94.0,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26.0,Debit Card,Fortnightly,26.0,2444.0
930,931,26,Male,T-shirt,Clothing,78.0,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20.0,Credit Card,Bi-Weekly,25.826981246218995,2014.5045372050815
931,932,24,Male,Coat,Outerwear,36.0,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24.0,Bank Transfer,Fortnightly,26.0,936.0
933,934,70,Male,Sneakers,Footwear,84.0,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33.0,Debit Card,Monthly,25.826981246218995,2169.4664246823954
934,935,45,Male,Jeans,Clothing,47.0,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21.0,Bank Transfer,Monthly,25.826981246218995,1213.8681185722928
935,936,58,Male,Hoodie,Clothing,51.0,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2.0,Bank Transfer,Fortnightly,26.0,1326.0
936,937,31,Male,Shoes,Footwear,84.0,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28.0,Cash,Weekly,52.0,4368.0
937,938,32,Male,Shorts,Clothing,24.0,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18.0,Venmo,Quarterly,25.826981246218995,619.8475499092559
939,940,25,Male,T-shirt,Clothing,89.0,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24.0,Credit Card,Monthly,25.826981246218995,2298.6013309134905
940,941,48,Male,Belt,Accessories,44.0,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15.0,PayPal,Every 3 Months,25.826981246218995,1136.3871748336358
941,942,39,Male,Handbag,Accessories,35.0,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38.0,PayPal,Every 3 Months,25.826981246218995,903.9443436176648
942,943,26,Male,Dress,Clothing,91.0,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38.0,PayPal,Bi-Weekly,25.826981246218995,2350.2552934059286
943,944,32,Male,Hat,Accessories,63.0,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13.0,Venmo,Fortnightly,26.0,1638.0
944,945,54,Male,Belt,Accessories,97.0,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,Yes,39.0,Cash,Bi-Weekly,25.826981246218995,2505.2171808832427
945,946,38,Male,Boots,Footwear,38.0,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8.0,Venmo,Every 3 Months,25.826981246218995,981.4252873563219
946,947,46,Male,Coat,Outerwear,24.0,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4.0,PayPal,Quarterly,25.826981246218995,619.8475499092559
948,949,49,Male,Hat,Accessories,90.0,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11.0,Venmo,Every 3 Months,25.826981246218995,2324.4283121597095
949,950,33,Male,Jeans,Clothing,36.0,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49.0,Venmo,Monthly,25.826981246218995,929.7713248638838
950,951,54,Male,Backpack,Accessories,37.0,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30.0,PayPal,Quarterly,25.826981246218995,955.5983061101028
951,952,47,Male,Dress,Clothing,51.0,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34.0,Bank Transfer,Monthly,25.826981246218995,1317.1760435571687
952,953,36,Male,Hat,Accessories,71.0,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28.0,PayPal,Monthly,25.826981246218995,1833.7156684815486
953,954,68,Male,Sunglasses,Accessories,50.0,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36.0,Venmo,Quarterly,25.826981246218995,1291.3490623109499
954,955,60,Male,Hat,Accessories,74.0,Louisiana,S,Turquoise,Fall,3.5,Yes,Standard,Yes,Yes,18.0,Credit Card,Every 3 Months,25.826981246218995,1911.1966122202057
955,956,55,Male,Dress,Clothing,75.0,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4.0,PayPal,Monthly,25.826981246218995,1937.0235934664247
956,957,29,Male,Shirt,Clothing,99.0,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42.0,Debit Card,Quarterly,25.826981246218995,2556.8711433756807
957,958,38,Male,Scarf,Accessories,23.0,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11.0,Cash,Quarterly,25.826981246218995,594.0205686630369
958,959,70,Male,Sneakers,Footwear,53.0,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31.0,Credit Card,Bi-Weekly,25.826981246218995,1368.8300060496067
960,961,18,Male,Jewelry,Accessories,48.0,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20.0,Venmo,Quarterly,25.826981246218995,1239.6950998185118
961,962,62,Male,Boots,Footwear,72.0,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37.0,Debit Card,Quarterly,25.826981246218995,1859.5426497277676
962,963,29,Male,Sunglasses,Accessories,64.0,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,Yes,26.0,Debit Card,Fortnightly,26.0,1664.0
963,964,21,Male,Boots,Footwear,63.0,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14.0,Credit Card,Weekly,52.0,3276.0
964,965,42,Male,Sandals,Footwear,51.0,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12.0,Venmo,Bi-Weekly,25.826981246218995,1317.1760435571687
965,966,43,Male,Boots,Footwear,55.0,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,Yes,10.0,Credit Card,Annually,1.0,55.0
966,967,58,Male,Dress,Clothing,55.0,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,Yes,19.0,Cash,Annually,1.0,55.0
967,968,27,Male,Hoodie,Clothing,26.0,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4.0,Cash,Weekly,52.0,1352.0
968,969,57,Male,Shorts,Clothing,67.0,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48.0,Bank Transfer,Quarterly,25.826981246218995,1730.4077434966728
969,970,40,Male,Coat,Outerwear,31.0,California,S,Pink,Fall,3.2,Yes,Express,Yes,Yes,37.0,PayPal,Monthly,25.826981246218995,800.6364186327888
970,971,45,Male,Jeans,Clothing,66.0,California,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4.0,Cash,Monthly,25.826981246218995,1704.5807622504537
971,972,47,Male,Sunglasses,Accessories,67.0,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15.0,Credit Card,Weekly,52.0,3484.0
972,973,61,Male,Sneakers,Footwear,61.0,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33.0,Credit Card,Weekly,52.0,3172.0
973,974,60,Male,Jacket,Outerwear,75.0,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30.0,Bank Transfer,Quarterly,25.826981246218995,1937.0235934664247
975,976,58,Male,Sweater,Clothing,40.0,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2.0,Bank Transfer,Weekly,52.0,2080.0
976,977,34,Male,T-shirt,Clothing,90.0,Florida,M,Gray,Fall,3.6,Yes,Express,Yes,Yes,50.0,Credit Card,Every 3 Months,25.826981246218995,2324.4283121597095
977,978,20,Male,Belt,Accessories,20.0,Washington,M,Black,Spring,4.6,Yes,Express,Yes,Yes,34.0,Cash,Bi-Weekly,25.826981246218995,516.53962492438
978,979,56,Male,Gloves,Accessories,40.0,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33.0,Credit Card,Weekly,52.0,2080.0
979,980,64,Male,Hat,Accessories,33.0,New Hampshire,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,Yes,34.0,Debit Card,Monthly,25.826981246218995,852.2903811252269
980,981,56,Male,Boots,Footwear,98.0,Maryland,S,Magenta,Spring,4.0,Yes,Free Shipping,Yes,Yes,39.0,PayPal,Every 3 Months,25.826981246218995,2531.0441621294617
981,982,27,Male,Belt,Accessories,42.0,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,Yes,47.0,Credit Card,Quarterly,25.826981246218995,1084.7332123411977
982,983,35,Male,Coat,Outerwear,62.0,Texas,S,Red,Summer,3.2,Yes,Standard,Yes,Yes,37.0,PayPal,Monthly,25.826981246218995,1601.2728372655777
983,984,24,Male,Hat,Accessories,45.0,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40.0,Venmo,Bi-Weekly,25.826981246218995,1162.2141560798548
984,985,26,Male,Shoes,Footwear,78.0,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8.0,Credit Card,Bi-Weekly,25.826981246218995,2014.5045372050815
985,986,32,Male,Handbag,Accessories,80.0,West Virginia,M,Gray,Fall,5.0,Yes,Express,Yes,Yes,12.0,Bank Transfer,Annually,1.0,80.0
986,987,54,Male,Scarf,Accessories,96.0,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Monthly,25.826981246218995,2479.3901996370237
987,988,62,Male,Handbag,Accessories,47.0,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,Yes,48.0,PayPal,Weekly,52.0,2444.0
988,989,50,Male,Pants,Clothing,84.0,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47.0,PayPal,Fortnightly,26.0,2184.0
989,990,70,Male,Shoes,Footwear,31.0,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,Yes,2.0,Bank Transfer,Monthly,25.826981246218995,800.6364186327888
990,991,48,Male,Sunglasses,Accessories,63.0,Washington,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,Yes,24.0,Cash,Weekly,52.0,3276.0
991,992,20,Male,Shorts,Clothing,97.0,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,Yes,40.0,Bank Transfer,Bi-Weekly,25.826981246218995,2505.2171808832427
992,993,46,Male,Jacket,Outerwear,99.0,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,Yes,50.0,Debit Card,Weekly,52.0,5148.0
993,994,51,Male,Sandals,Footwear,90.0,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25.0,Cash,Weekly,52.0,4680.0
994,995,53,Male,Shoes,Footwear,68.0,New York,L,Violet,Fall,3.2,Yes,Express,Yes,Yes,20.0,Debit Card,Monthly,25.826981246218995,1756.2347247428918
995,996,44,Male,Jewelry,Accessories,80.0,Idaho,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10.0,Venmo,Weekly,52.0,4160.0
996,997,29,Male,Sandals,Footwear,91.0,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32.0,Bank Transfer,Quarterly,25.826981246218995,2350.2552934059286
997,998,64,Male,Pants,Clothing,30.0,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31.0,Cash,Fortnightly,26.0,780.0
998,999,51,Male,Shoes,Footwear,90.0,Connecticut,M,White,Spring,3.8,Yes,Next Day Air,Yes,Yes,48.0,Bank Transfer,Bi-Weekly,25.826981246218995,2324.4283121597095
999,1000,50,Male,Socks,Clothing,28.0,New Mexico,L,Brown,Spring,2.9,Yes,Standard,Yes,Yes,23.0,Debit Card,Monthly,25.826981246218995,723.1554748941319
1000,1001,43,Male,Socks,Clothing,46.0,Georgia,M,Red,Winter,3.9,Yes,Express,Yes,Yes,1.0,Bank Transfer,Bi-Weekly,25.826981246218995,1188.0411373260738
1001,1002,61,Male,Dress,Clothing,60.0,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4.0,Debit Card,Fortnightly,26.0,1560.0
1002,1003,55,Male,Shoes,Footwear,59.0,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3.0,Bank Transfer,Bi-Weekly,25.826981246218995,1523.7918935269208
1003,1004,56,Male,Hat,Accessories,68.0,Ohio,M,Green,Fall,4.0,Yes,Store Pickup,Yes,Yes,3.0,Cash,Bi-Weekly,25.826981246218995,1756.2347247428918
1004,1005,33,Male,Backpack,Accessories,79.0,Tennessee,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44.0,Cash,Annually,1.0,79.0
1005,1006,43,Male,Backpack,Accessories,94.0,New York,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,5.0,Debit Card,Bi-Weekly,25.826981246218995,2427.7362371445856
1006,1007,21,Male,Pants,Clothing,83.0,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50.0,Venmo,Quarterly,25.826981246218995,2143.6394434361764
1007,1008,58,Male,Gloves,Accessories,62.0,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2.0,Credit Card,Annually,1.0,62.0
1008,1009,41,Male,Scarf,Accessories,85.0,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29.0,PayPal,Annually,1.0,85.0
1009,1010,39,Male,Hoodie,Clothing,30.0,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,Yes,11.0,Venmo,Annually,1.0,30.0
1010,1011,54,Male,Jeans,Clothing,24.0,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37.0,Credit Card,Fortnightly,26.0,624.0
1011,1012,43,Male,Backpack,Accessories,25.0,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,32.0,Debit Card,Fortnightly,26.0,650.0
1012,1013,28,Male,Sandals,Footwear,37.0,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,Yes,27.0,Credit Card,Annually,1.0,37.0
1013,1014,59,Male,Belt,Accessories,69.0,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31.0,Venmo,Bi-Weekly,25.826981246218995,1782.0617059891106
1014,1015,28,Male,Shoes,Footwear,97.0,Ohio,M,Violet,Summer,3.0,Yes,Standard,Yes,Yes,36.0,Debit Card,Fortnightly,26.0,2522.0
1015,1016,68,Male,Gloves,Accessories,24.0,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34.0,Cash,Weekly,52.0,1248.0
1016,1017,20,Male,Belt,Accessories,30.0,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,Yes,15.0,Bank Transfer,Every 3 Months,25.826981246218995,774.8094373865698
1017,1018,21,Male,Jacket,Outerwear,53.0,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,Yes,14.0,Credit Card,Annually,1.0,53.0
1018,1019,50,Male,Dress,Clothing,70.0,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,46.0,Cash,Weekly,52.0,3640.0
